,f1_train,f1_val,train_time_s,pred_time_s,title_weight
0,0.928024245870607,0.8327788536232171,58.43857526779175,0.03619122505187988,1.2
1,0.9397239126655494,0.834953510782717,59.46774458885193,0.048471689224243164,1.4
2,0.9492965039086432,0.8366235261827779,51.037333726882935,0.06061530113220215,1.6
4,0.9536403556954832,0.8371128954368062,55.513216495513916,0.04770803451538086,1.7
3,0.9574297543381569,0.8373663711947531,53.45711421966553,0.07119297981262207,1.8
5,0.9608857428586418,0.8372104580462174,49.59803009033203,0.053910017013549805,1.9
0,0.9635085817977029,0.8367445823048482,50.08059215545654,0.06101799011230469,2.0
