,C,f1_train,f1_val,train_time_s,pred_time_s
0,0.01,0.9507233645356099,0.8944896633325733,2.9484431743621826,0.013846158981323242
1,0.03,0.951045395546132,0.8946975600441672,2.151585817337036,0.0
2,0.1,0.9514573957455222,0.8947433198792603,2.5909786224365234,0.005106449127197266
3,0.3,0.9514868257409786,0.8948545570950531,2.556692600250244,0.00492548942565918
4,1.0,0.9515221279654674,0.8942250769807918,3.0308921337127686,0.006436347961425781
5,3.0,0.9516750500413992,0.894457682465105,3.4497697353363037,0.008554220199584961
