,C,f1_train,f1_val,train_time_s,pred_time_s
0,0.01,0.9597640602164738,0.8988215401193393,34.183011293411255,0.06616997718811035
1,0.03,0.9599422197279578,0.8994858043968024,29.35438346862793,0.03864741325378418
2,0.1,0.9602866567155913,0.8987890753678532,31.08535647392273,0.06104779243469238
3,0.3,0.9607817865023786,0.8979482255801529,39.31636428833008,0.0543360710144043
4,1.0,0.9612853823732705,0.8970777746809938,42.22319054603577,0.03623604774475098
5,3.0,0.9629040057814403,0.8961946869538187,67.14482069015503,0.0375063419342041
